Geneid	siControl_A	siControl_B	siControl_C	siHOXA3_A	siHOXA3_B	siHOXA3_C
ENSG00000162543	1	0	8	1	0	4
ENSG00000228105	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	2	0
ENSG00000226664	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0
ENSG00000162545	154	144	128	122	197	146
ENSG00000090432	515	576	656	528	580	537
ENSG00000215520	0	0	0	0	0	0
ENSG00000183114	0	0	0	0	4	0
ENSG00000158825	1	0	0	3	2	0
ENSG00000158828	242	268	250	181	180	197
ENSG00000284005	0	0	0	0	0	0
ENSG00000117242	90	76	95	90	82	66
ENSG00000244038	3708	3960	4078	3702	4262	3926
ENSG00000117245	15	4	3	7	2	1
ENSG00000235432	0	0	0	0	0	0
ENSG00000189410	27	14	20	12	24	7
ENSG00000233069	3	0	0	0	0	0
ENSG00000127483	5138	5408	6165	5291	4683	5054
ENSG00000075151	2280	2234	2273	2345	1763	2221
ENSG00000251914	0	5	0	0	0	1
ENSG00000221808	0	0	2	0	0	0
ENSG00000233072	0	0	0	1	1	1
ENSG00000236073	0	0	0	0	0	0
ENSG00000235112	3	1	4	1	3	2
ENSG00000117298	1256	1188	1099	1412	1061	1147
ENSG00000236936	0	1	0	0	0	0
ENSG00000231105	10	13	2	9	3	12
ENSG00000236216	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0
ENSG00000227001	23	12	13	14	17	9
ENSG00000187952	3	2	18	7	3	4
ENSG00000186543	0	0	0	1	0	0
ENSG00000142794	300	290	317	261	219	251
ENSG00000176378	0	5	0	0	0	0
ENSG00000162551	138	124	91	110	89	101
ENSG00000233431	3	0	0	0	0	0
ENSG00000076864	31	23	16	32	28	24
ENSG00000090686	1716	1920	1940	1740	1881	1599
ENSG00000231978	0	0	0	0	0	0
ENSG00000187942	23	27	23	31	23	20
ENSG00000142798	19404	16524	18471	18664	7621	19927
ENSG00000232037	6	0	0	2	3	4
ENSG00000283234	0	0	5	0	0	0
ENSG00000219073	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0
ENSG00000228397	0	0	1	0	0	0
ENSG00000218510	58	49	45	48	38	42
ENSG00000285721	33	21	30	44	25	31
ENSG00000285752	19	8	20	30	35	14
ENSG00000285794	0	0	0	0	0	0
ENSG00000070831	32	21	24	19	25	39
ENSG00000230068	11	9	10	14	12	20
ENSG00000271428	10	2	6	14	5	4
ENSG00000162552	125	128	119	93	97	84
ENSG00000285873	3	9	9	10	9	6
ENSG00000266564	0	0	0	0	0	0
ENSG00000234397	0	0	0	0	0	0
ENSG00000279625	0	0	0	0	0	0
ENSG00000184677	1170	1076	1255	1179	689	1257
ENSG00000237200	7	5	7	12	3	22
ENSG00000070886	0	0	1	2	6	2
ENSG00000276835	0	0	0	0	0	0
ENSG00000173372	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0
ENSG00000173369	0	0	0	0	0	0
ENSG00000133216	2059	1872	1910	1657	1212	1748
ENSG00000265422	0	0	0	0	0	0
ENSG00000225952	4	0	1	0	0	1
ENSG00000264014	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	4	0
ENSG00000227868	0	2	0	0	2	0
ENSG00000004487	3649	3851	3681	3398	3933	3590
ENSG00000240553	1	0	0	0	0	0
ENSG00000263793	0	0	0	1	0	2
ENSG00000266802	1	0	0	0	0	3
ENSG00000169641	2284	2223	2507	2353	1394	2203
ENSG00000229010	5	0	0	2	0	0
ENSG00000206935	0	0	5	1	3	0
ENSG00000252578	0	2	0	0	2	1
ENSG00000179546	5	0	7	4	7	6
ENSG00000215381	0	0	0	0	0	0
ENSG00000261326	271	317	281	319	300	179
ENSG00000284726	18	9	10	18	11	18
ENSG00000125944	3446	3583	3519	3762	3880	3101
ENSG00000125945	161	190	184	140	135	107
ENSG00000249087	80	74	68	62	72	55
ENSG00000201405	0	0	0	0	0	0
ENSG00000271420	0	0	0	0	0	0
ENSG00000204219	28	8	11	4	5	16
ENSG00000232482	0	0	0	0	0	0
ENSG00000088280	777	763	744	707	586	789
ENSG00000007968	223	222	233	210	161	199
ENSG00000235052	4	3	2	1	8	0
ENSG00000117318	1946	2009	2450	1886	3042	1809
ENSG00000285802	2	1	4	0	0	3
ENSG00000197880	0	0	0	0	0	0
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	4190	3560	3629	6109	5892	3622
ENSG00000011007	946	832	871	907	811	804
ENSG00000236810	26	8	16	19	31	45
ENSG00000057757	685	771	716	682	981	737
ENSG00000011009	1074	1111	1108	1068	1426	1064
ENSG00000117308	530	438	550	418	443	416
ENSG00000117305	435	433	454	426	533	385
ENSG00000179163	166	167	160	139	164	129
ENSG00000188822	0	0	0	0	0	1
ENSG00000229106	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0
ENSG00000264926	0	0	0	0	0	0
ENSG00000230228	0	0	0	0	0	0
ENSG00000189266	2911	3105	3380	3142	4007	2747
ENSG00000188529	3540	4101	4334	3216	3864	3312
ENSG00000215905	0	0	0	0	0	0
ENSG00000225315	0	0	0	0	0	0
ENSG00000142661	2	0	0	0	0	1
ENSG00000230703	0	0	0	0	0	0
ENSG00000142677	0	1	1	5	0	0
ENSG00000185436	194	179	140	171	95	160
ENSG00000230023	0	0	0	0	0	0
ENSG00000232298	0	2	1	0	1	2
ENSG00000158055	68	101	82	77	92	95
ENSG00000001460	143	147	152	160	102	143
ENSG00000001461	502	463	466	419	319	413
ENSG00000117602	839	883	860	864	795	856
ENSG00000264443	0	0	0	0	0	0
ENSG00000184454	5	2	6	2	2	3
ENSG00000227312	0	0	0	0	0	0
ENSG00000239106	0	0	0	0	0	0
ENSG00000133226	3866	3512	3230	3547	2705	3267
ENSG00000284699	0	0	0	0	0	0
ENSG00000169504	9576	10569	10654	9104	10020	9039
ENSG00000238482	1	0	1	1	3	0
ENSG00000020633	0	0	0	1	0	1
ENSG00000278034	0	0	0	0	0	0
ENSG00000229162	0	0	0	0	0	0
ENSG00000261025	0	0	0	0	0	0
ENSG00000264371	0	0	0	0	0	0
ENSG00000285823	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0
ENSG00000233419	0	0	0	0	0	0
ENSG00000231953	0	2	0	0	0	0
ENSG00000117614	414	401	384	444	599	343
ENSG00000284602	22	15	9	25	21	13
ENSG00000284657	8	6	3	5	7	4
ENSG00000117616	861	929	960	858	1117	850
ENSG00000272432	2	0	6	3	2	0
ENSG00000261349	1	0	0	2	3	3
ENSG00000187010	9	8	2	1	11	13
ENSG00000224183	8	11	12	4	8	7
ENSG00000259984	2	1	2	1	0	1
ENSG00000183726	1078	1269	1480	1115	1400	1097
ENSG00000188672	7	3	7	3	4	6
ENSG00000238084	0	0	1	0	1	2
ENSG00000204178	399	384	380	353	364	378
ENSG00000157978	375	377	367	331	371	281
ENSG00000225643	0	5	0	4	0	0
ENSG00000117643	10	10	8	15	4	8
ENSG00000233478	0	0	0	0	0	0
ENSG00000162430	2920	3059	2709	2865	2281	2922
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	6	9	9	5	1	8
ENSG00000117640	361	401	397	310	466	390
ENSG00000272478	0	0	0	0	0	0
ENSG00000127423	207	233	219	225	226	201
ENSG00000236528	1	0	0	0	0	1
ENSG00000182749	370	377	333	350	342	343
ENSG00000207302	0	0	0	0	0	0
ENSG00000117632	7441	7626	7096	7929	10843	7289
ENSG00000229786	2	0	0	2	3	0
ENSG00000223624	0	1	4	0	4	0
ENSG00000283938	0	0	0	0	0	0
ENSG00000158006	436	511	469	512	489	443
ENSG00000207237	4	0	4	0	0	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
ENSG00000158008	12	25	21	28	6	18
ENSG00000158014	24	17	15	18	21	15
ENSG00000284309	0	0	0	0	0	0
ENSG00000158022	4	2	3	0	0	1
ENSG00000175087	175	189	193	158	261	181
ENSG00000197245	12	11	4	7	7	11
ENSG00000282872	0	0	0	0	0	0
ENSG00000236782	9	9	9	5	7	9
ENSG00000142684	0	0	0	0	0	0
ENSG00000142675	367	378	412	288	315	325
ENSG00000188782	0	2	0	2	0	0
ENSG00000236155	5	1	7	4	4	2
ENSG00000278572	0	0	0	0	0	0
ENSG00000130695	682	697	725	642	444	610
ENSG00000270733	0	2	1	8	2	2
ENSG00000142669	636	561	628	670	792	610
ENSG00000158062	192	188	205	220	241	218
ENSG00000169442	42	39	27	49	67	56
ENSG00000176092	773	704	683	616	568	635
ENSG00000225854	6	16	2	6	4	1
ENSG00000176083	0	0	0	0	0	0
ENSG00000131914	15434	15873	16231	17079	17980	15308
ENSG00000117682	690	688	663	558	507	559
ENSG00000223583	3	8	4	6	16	4
ENSG00000225891	7	3	0	4	4	3
ENSG00000198830	5705	6247	6603	6008	8603	5713
ENSG00000224129	0	0	0	0	0	0
ENSG00000117676	800	711	807	729	583	634
ENSG00000238705	0	0	0	0	0	0
ENSG00000243905	0	0	0	0	0	0
ENSG00000252802	0	0	0	0	0	0
ENSG00000252429	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000260063	5	6	7	8	4	4
ENSG00000117713	5297	4648	4555	5361	3443	5218
ENSG00000060642	218	214	253	225	226	218
ENSG00000241188	0	0	0	0	0	0
ENSG00000204160	843	816	678	861	773	751
ENSG00000175793	242	171	166	289	378	245
ENSG00000142751	507	533	469	483	629	508
ENSG00000226698	0	0	0	0	0	0
ENSG00000198746	151	160	176	169	182	209
ENSG00000090273	983	910	1019	1243	1396	989
ENSG00000131910	0	4	0	5	2	5
ENSG00000175707	312	305	274	278	395	331
ENSG00000172746	0	0	0	0	1	0
ENSG00000224064	0	0	0	0	0	0
ENSG00000225294	3	1	0	0	0	2
ENSG00000253368	78	100	107	103	141	88
ENSG00000158246	697	701	712	699	800	694
ENSG00000090020	1193	1187	1012	1011	807	994
ENSG00000229985	0	0	0	0	0	0
ENSG00000214973	0	0	1	0	3	0
ENSG00000225159	2	5	4	4	5	4
ENSG00000225990	0	0	0	0	0	0
ENSG00000224311	0	0	0	0	0	0
ENSG00000142784	1377	1280	1213	1151	1064	1155
ENSG00000252098	2	0	4	0	0	0
ENSG00000243659	1	2	0	3	3	0
ENSG00000186501	371	369	377	395	469	397
ENSG00000206888	7	3	1	1	2	3
ENSG00000241547	11	5	9	16	8	8
ENSG00000142765	770	786	674	728	747	631
ENSG00000142733	399	375	372	421	296	430
ENSG00000142748	0	3	0	1	3	1
ENSG00000174950	7	5	3	0	4	4
ENSG00000231207	0	0	0	0	0	0
ENSG00000181773	6	6	3	16	4	4
ENSG00000158195	3279	2998	3147	3294	2144	2906
ENSG00000241169	3	3	0	3	0	0
ENSG00000237429	2	0	0	10	1	3
ENSG00000126705	2700	2267	2427	2534	1992	2690
ENSG00000000938	0	0	0	0	0	1
ENSG00000235912	11	13	12	21	24	8
ENSG00000233975	0	0	0	0	0	0
ENSG00000126709	192	230	206	159	332	200
ENSG00000225886	5	5	3	1	6	1
ENSG00000206767	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0
ENSG00000009780	178	190	223	196	212	160
ENSG00000231344	1	4	0	3	1	1
ENSG00000230833	1	0	1	0	0	1
ENSG00000117758	466	510	535	389	487	479
ENSG00000269971	0	0	0	1	0	1
ENSG00000270031	2	2	4	1	0	0
ENSG00000223062	0	0	0	0	0	0
ENSG00000117751	657	670	684	748	786	627
ENSG00000252947	6	4	0	1	0	1
ENSG00000130775	27	33	15	22	31	12
ENSG00000117748	757	953	802	780	1023	784
ENSG00000130768	58	60	78	47	51	49
ENSG00000227050	0	0	1	1	0	0
ENSG00000158156	373	413	360	372	399	363
ENSG00000158161	706	717	711	617	575	655
ENSG00000238231	0	1	0	0	0	0
ENSG00000240750	2	4	2	1	2	9
ENSG00000228589	109	27	173	61	23	152
ENSG00000228943	0	0	0	0	0	0
ENSG00000214812	0	0	0	0	0	0
ENSG00000253005	0	0	0	0	0	0
ENSG00000169403	12	25	23	16	9	11
ENSG00000126698	1475	1592	1493	1477	2188	1506
ENSG00000130770	539	368	478	560	651	379
ENSG00000270605	46	69	56	32	66	37
ENSG00000271398	0	0	0	0	0	0
ENSG00000130766	1276	1302	1081	1276	1062	1324
ENSG00000130772	254	239	242	205	401	210
ENSG00000204138	1428	1398	1121	1315	1386	1259
ENSG00000206779	2	0	0	5	0	3
ENSG00000229820	0	0	3	5	0	5
ENSG00000221216	5	0	1	0	0	5
ENSG00000180198	1521	1545	1803	1560	1519	1516
ENSG00000242125	784	816	930	716	930	706
ENSG00000274266	0	0	0	0	0	0
ENSG00000200087	30	33	35	20	31	16
ENSG00000231468	11	14	11	17	13	9
ENSG00000279443	25	28	30	41	23	25
ENSG00000180098	318	336	301	351	369	267
ENSG00000197989	253	342	306	228	311	237
ENSG00000221539	2	1	0	3	2	4
ENSG00000278274	0	0	0	0	0	0
ENSG00000273544	0	0	0	0	0	0
ENSG00000280498	0	0	0	0	0	0
ENSG00000274582	0	0	0	0	0	0
ENSG00000120656	263	245	203	249	315	247
ENSG00000188060	10	1	4	11	20	7
ENSG00000229388	0	0	0	0	2	1
ENSG00000270103	0	0	0	0	0	0
ENSG00000274978	0	0	0	0	0	0
ENSG00000162419	382	344	324	408	337	341
ENSG00000252777	2	0	0	0	0	0
ENSG00000198492	1801	1725	1878	1828	2308	1761
ENSG00000116329	206	152	159	230	230	236
ENSG00000233427	0	0	0	1	2	2
ENSG00000199756	0	0	0	0	0	0
ENSG00000159023	2378	2205	2601	2436	1160	2090
ENSG00000225616	1	0	0	0	0	0
ENSG00000206704	0	0	0	0	0	1
ENSG00000277958	0	0	0	0	0	1
ENSG00000253304	75	79	94	106	84	100
ENSG00000225750	1	0	0	0	2	1
ENSG00000116350	2035	2079	1865	2038	2309	2057
ENSG00000277916	0	0	0	0	0	0
ENSG00000116353	290	271	261	338	354	283
ENSG00000237934	2	1	7	5	11	3
ENSG00000060656	1001	980	920	909	884	913
ENSG00000230523	0	0	5	0	1	0
ENSG00000225011	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	0
ENSG00000284676	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0
ENSG00000233399	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0
ENSG00000162510	4	4	0	3	5	2
ENSG00000186056	25	6	19	11	18	18
ENSG00000162511	0	0	2	2	0	2
ENSG00000264773	0	0	0	0	0	0
ENSG00000229607	0	0	0	0	0	0
ENSG00000223382	0	0	0	0	0	1
ENSG00000222784	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0
ENSG00000162512	969	954	864	990	826	1008
ENSG00000266210	0	0	0	0	0	0
ENSG00000134644	3335	3393	3631	3188	3197	3183
ENSG00000237329	5	1	0	1	2	0
ENSG00000232768	1	0	0	1	0	2
ENSG00000215900	0	0	0	0	0	0
ENSG00000225142	0	0	0	0	0	0
ENSG00000084628	40	54	48	26	35	36
ENSG00000060688	761	752	849	845	1047	755
ENSG00000229447	9	7	9	10	16	13
ENSG00000121766	420	425	435	373	525	398
ENSG00000229044	2	0	0	1	1	2
ENSG00000121769	54	38	56	39	29	34
ENSG00000168528	531	418	465	490	489	499
ENSG00000215899	0	0	0	0	0	0
ENSG00000206981	0	0	0	0	0	0
ENSG00000260386	0	0	1	0	0	0
ENSG00000265961	0	0	0	0	0	0
ENSG00000284543	4	2	8	8	3	2
ENSG00000229167	7	5	6	3	1	1
ENSG00000142910	686	600	689	568	603	557
ENSG00000121764	10	2	0	3	7	7
ENSG00000162517	1100	1218	1126	877	1111	959
ENSG00000235790	4	5	9	9	5	0
ENSG00000264078	0	0	0	0	1	0
ENSG00000084636	94	69	76	94	103	97
ENSG00000121753	419	337	303	315	321	332
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	1	0	0	1	0	0
ENSG00000134668	36	36	23	35	32	38
ENSG00000203620	0	0	0	0	0	0
ENSG00000269967	2	3	2	1	8	11
ENSG00000184007	2459	2742	2757	2549	2926	2228
ENSG00000228634	8	0	3	1	2	4
ENSG00000284702	0	0	0	0	0	0
ENSG00000121774	4099	4158	4092	4300	5097	3939
ENSG00000203325	12	7	2	8	4	14
ENSG00000121775	269	276	239	248	376	247
ENSG00000266203	0	0	0	0	0	0
ENSG00000276493	0	0	0	0	0	0
ENSG00000025800	2551	2386	2464	2393	1491	2235
ENSG00000250135	0	0	0	0	0	0
ENSG00000084652	1663	1588	1645	1487	1311	1465
ENSG00000160050	81	77	53	43	98	56
ENSG00000224066	15	3	0	2	2	3
ENSG00000160051	105	68	49	81	70	82
ENSG00000222046	21	4	8	6	4	4
ENSG00000160055	126	134	105	155	144	164
ENSG00000084623	2157	2405	2384	1768	2428	1644
ENSG00000220785	167	179	156	172	177	190
ENSG00000183615	27	41	49	24	47	23
ENSG00000182866	0	0	0	1	1	0
ENSG00000277617	0	0	0	0	0	0
ENSG00000252450	0	0	0	0	0	0
ENSG00000116478	1966	2030	2062	1746	2184	1807
ENSG00000175130	3830	3999	4388	4597	5837	3967
ENSG00000233775	4	1	0	0	1	0
ENSG00000162526	18	5	4	10	4	14
ENSG00000225828	63	70	69	56	74	40
ENSG00000160058	1132	1009	1027	956	880	862
ENSG00000224333	0	2	0	0	0	1
ENSG00000270850	0	0	0	0	0	0
ENSG00000229259	4	4	2	1	1	0
ENSG00000263529	0	0	0	0	0	0
ENSG00000254553	0	0	0	0	2	1
ENSG00000273274	145	135	144	130	118	117
ENSG00000160062	297	317	287	315	335	260
ENSG00000176261	249	252	269	259	333	254
ENSG00000200591	7	1	4	3	5	4
ENSG00000162521	3677	3968	3891	3792	4339	3588
ENSG00000162520	14	5	4	4	2	2
ENSG00000224409	0	4	0	2	1	0
ENSG00000162522	3169	2984	2851	2795	2286	2713
ENSG00000134684	2293	2396	2370	2340	2714	2176
ENSG00000116497	1185	1160	1153	1014	1070	1112
ENSG00000160097	70	80	98	59	84	72
ENSG00000121905	13	3	7	9	10	13
ENSG00000121900	998	963	691	686	1361	911
ENSG00000116514	524	563	564	557	704	579
ENSG00000278966	1	0	1	2	0	0
ENSG00000217644	0	0	0	0	0	0
ENSG00000239670	0	0	0	0	1	0
ENSG00000236065	6	8	2	0	1	3
ENSG00000004455	1093	1107	1156	1093	1091	1042
ENSG00000276645	2	0	0	2	0	1
ENSG00000142920	37	26	52	29	35	29
ENSG00000278997	6	2	8	13	4	10
ENSG00000116525	431	411	396	405	266	422
ENSG00000279179	16	15	16	15	5	14
ENSG00000284721	0	0	0	0	0	0
ENSG00000160094	983	954	904	860	892	869
ENSG00000270115	31	10	13	23	17	31
ENSG00000184389	0	2	1	1	0	0
ENSG00000225313	56	60	63	50	33	52
ENSG00000134686	1149	1119	1171	1136	1053	946
ENSG00000284154	0	8	0	5	3	0
ENSG00000222112	4	4	15	10	4	9
ENSG00000233246	3	2	4	9	0	11
ENSG00000234512	0	0	0	0	0	0
ENSG00000121903	98	103	143	114	72	98
ENSG00000235907	1	6	2	0	1	0
ENSG00000121904	9	19	20	15	15	16
ENSG00000227000	0	0	0	0	0	0
ENSG00000176256	0	0	0	0	0	0
ENSG00000231163	0	0	0	0	0	0
ENSG00000201148	0	0	0	0	0	0
ENSG00000142698	0	0	0	0	0	0
ENSG00000270241	0	0	0	0	0	0
ENSG00000207941	0	0	0	0	0	0
ENSG00000163866	383	347	408	349	430	283
ENSG00000189280	11	9	6	5	7	4
ENSG00000189433	0	0	0	0	0	0
ENSG00000255811	0	0	0	0	0	0
ENSG00000188910	5	3	1	0	3	2
ENSG00000187513	0	0	0	0	0	1
ENSG00000230163	11	20	15	11	14	9
ENSG00000116544	9	5	7	7	15	8
ENSG00000284773	9	16	1	4	7	7
ENSG00000241014	0	2	0	3	2	1
ENSG00000271741	0	0	0	0	0	0
ENSG00000243749	2	0	0	0	1	3
ENSG00000163867	226	251	253	174	290	201
ENSG00000197056	819	894	866	690	846	773
ENSG00000233940	0	0	0	0	0	0
ENSG00000228348	0	0	0	1	0	0
ENSG00000284640	1	2	4	3	3	4
ENSG00000116560	10677	10924	11140	11369	11180	10568
ENSG00000201868	0	0	0	0	0	0
ENSG00000146463	2078	2227	2270	2244	1722	2226
ENSG00000240374	0	0	0	0	0	0
ENSG00000201542	0	0	0	0	2	0
ENSG00000229994	27	31	61	71	40	17
ENSG00000227409	1	0	1	3	5	1
ENSG00000278702	0	0	0	0	0	0
ENSG00000142687	1843	1647	1678	1786	1288	1700
ENSG00000236274	1	0	3	0	3	5
ENSG00000020129	497	516	345	451	413	477
ENSG00000239636	15	15	32	18	11	32
ENSG00000116819	70	61	74	45	64	51
ENSG00000126067	2264	2245	2216	2020	2866	2119
ENSG00000142686	221	219	196	205	193	196
ENSG00000092853	965	933	857	892	515	894
ENSG00000232335	4	5	0	6	0	0
ENSG00000134698	738	724	727	727	586	653
ENSG00000092847	2163	1945	1926	2182	1651	2251
ENSG00000271164	0	0	0	0	1	0
ENSG00000271914	0	0	0	0	0	0
ENSG00000126070	895	830	861	840	655	843
ENSG00000271554	5	2	1	0	1	3
ENSG00000232862	1	0	2	0	0	0
ENSG00000092850	0	3	3	1	2	1
ENSG00000116863	349	382	391	325	493	349
ENSG00000171812	3	1	0	2	1	0
ENSG00000054116	587	530	672	598	705	531
ENSG00000116871	1824	1644	1374	1880	1977	1698
ENSG00000264592	0	0	0	0	0	0
ENSG00000054118	3074	2913	2866	3108	2263	2768
ENSG00000231849	2	0	0	1	0	1
ENSG00000214193	616	503	526	756	454	739
ENSG00000142694	126	128	96	166	183	171
ENSG00000116883	211	284	287	265	274	221
ENSG00000196182	877	907	771	867	866	906
ENSG00000181817	210	225	210	230	328	225
ENSG00000222821	1	3	0	1	0	0
ENSG00000116885	61	59	72	72	56	65
ENSG00000201448	4	0	0	5	1	2
ENSG00000116898	735	827	859	755	983	735
ENSG00000119535	124	100	48	75	52	66
ENSG00000230214	0	0	0	0	0	0
ENSG00000284705	0	0	0	0	0	0
ENSG00000284720	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	0
ENSG00000163873	0	0	3	0	0	0
ENSG00000284650	0	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0
ENSG00000223944	0	0	0	0	0	0
ENSG00000252368	0	0	0	0	0	0
ENSG00000230451	0	0	0	0	0	0
ENSG00000233621	0	2	10	6	3	0
ENSG00000163874	86	94	71	75	51	77
ENSG00000283724	0	0	0	0	0	0
ENSG00000163875	530	606	551	551	634	504
ENSG00000263675	13	7	10	3	4	9
ENSG00000163877	243	264	252	240	284	233
ENSG00000232273	3	4	2	8	0	2
ENSG00000237749	1	1	0	1	0	0
ENSG00000163879	85	102	83	94	95	102
ENSG00000134697	955	973	954	884	1057	861
ENSG00000284748	0	0	0	0	0	0
ENSG00000169218	2	1	9	7	2	0
ENSG00000116922	421	404	515	372	449	347
ENSG00000134690	1403	1344	1245	1386	1248	1237
ENSG00000183317	0	3	0	0	0	0
ENSG00000200421	0	0	0	0	0	0
ENSG00000214141	0	0	0	0	0	0
ENSG00000227416	0	0	0	0	0	0
ENSG00000185090	30	20	30	17	33	31
ENSG00000233728	0	0	0	0	0	0
ENSG00000196449	135	150	176	151	138	120
ENSG00000197982	458	457	448	414	639	350
ENSG00000188786	335	285	369	338	201	327
ENSG00000235673	0	2	0	3	0	1
ENSG00000204084	497	448	489	481	537	478
ENSG00000230955	0	0	0	0	0	0
ENSG00000252448	0	0	0	2	0	0
ENSG00000222282	3	0	0	0	0	0
ENSG00000277168	0	0	0	0	0	0
ENSG00000183431	1513	1406	1332	1554	1639	1345
ENSG00000212541	4	1	1	2	4	10
ENSG00000183386	253	238	212	246	260	252
ENSG00000183520	433	491	389	371	491	344
ENSG00000185668	1	8	2	5	10	4
ENSG00000224592	18	11	10	13	6	9
ENSG00000223589	0	0	0	1	1	1
ENSG00000265596	0	0	0	0	0	2
ENSG00000284623	0	0	0	0	0	0
ENSG00000237290	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0
ENSG00000200796	0	0	0	0	0	0
ENSG00000238063	0	0	0	0	0	0
ENSG00000215895	1	5	1	1	3	1
ENSG00000284632	0	0	0	0	0	0
ENSG00000116954	331	403	417	300	537	257
ENSG00000273637	0	0	0	0	0	0
ENSG00000228436	9	11	10	6	15	13
ENSG00000214114	324	453	494	332	398	278
ENSG00000274944	0	0	0	0	3	0
ENSG00000131233	0	0	0	0	0	2
ENSG00000158315	4	4	0	3	0	3
ENSG00000199963	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0
ENSG00000174574	2107	2300	2089	2087	2336	1901
ENSG00000168653	927	861	1037	1216	1475	776
ENSG00000127603	4323	3706	3831	4688	2289	4006
ENSG00000206654	0	0	4	4	2	3
ENSG00000222378	1	0	1	0	1	0
ENSG00000270040	1	0	2	0	2	1
ENSG00000226438	0	0	1	2	2	1
ENSG00000217897	0	0	0	0	0	0
ENSG00000183682	10	3	1	12	7	9
ENSG00000237624	1	5	1	5	7	2
ENSG00000243970	237	181	220	267	163	217
ENSG00000090621	4522	4651	4617	4266	5008	4550
ENSG00000228060	38	50	28	38	14	39
ENSG00000201457	14	17	10	18	8	8
ENSG00000163909	1	9	0	7	4	2
ENSG00000225903	0	0	0	0	0	0
ENSG00000116981	0	0	0	0	0	0
ENSG00000116983	0	0	0	2	1	0
ENSG00000084072	581	540	719	518	631	449
ENSG00000225333	0	0	0	0	0	0
ENSG00000252413	0	0	0	0	0	0
ENSG00000116985	14	16	9	6	11	9
ENSG00000198754	10	6	1	5	10	5
ENSG00000285905	0	0	0	0	0	0
ENSG00000261798	0	0	0	0	1	1
ENSG00000229213	0	0	0	0	0	0
ENSG00000284719	0	0	0	0	0	1
ENSG00000284678	0	0	0	0	0	0
ENSG00000043514	339	322	361	333	411	355
ENSG00000202222	1	6	0	0	0	0
ENSG00000116990	217	192	205	212	208	186
ENSG00000236546	2	0	0	0	3	0
ENSG00000207356	0	0	0	0	0	0
ENSG00000168389	8	8	5	8	1	3
ENSG00000228477	0	0	0	0	0	1
ENSG00000131236	1649	1429	1410	1552	1172	1441
ENSG00000131238	1527	1732	1689	1724	1902	1592
ENSG00000226745	0	0	0	0	0	0
ENSG00000117000	853	911	1026	846	744	880
ENSG00000207508	0	0	0	0	2	0
ENSG00000188800	0	0	0	3	0	0
ENSG00000259943	76	92	99	53	99	77
ENSG00000084073	1101	1158	1160	954	1125	879
ENSG00000231296	5	6	2	1	1	2
ENSG00000049089	43	28	56	43	35	42
ENSG00000227311	0	0	0	0	0	0
ENSG00000084070	188	209	207	199	174	193
ENSG00000213172	0	0	0	0	0	0
ENSG00000284677	0	1	0	0	0	1
ENSG00000187801	56	44	61	62	23	59
ENSG00000260920	70	49	55	47	54	71
ENSG00000279667	4	2	1	2	7	6
ENSG00000187815	124	100	120	115	107	99
ENSG00000238287	0	2	5	5	5	4
ENSG00000164002	97	72	56	60	72	77
ENSG00000227278	0	0	0	0	0	1
ENSG00000238186	11	4	22	4	6	12
ENSG00000117010	63	80	62	43	64	44
ENSG00000236505	0	0	0	0	0	0
